id,Timestamp,Category,Money,Description,Details
435027854,2021-09-22T01:24:06.483256+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435027846,2021-09-22T01:24:05.302821+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435027836,2021-09-22T01:24:04.374599+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435027829,2021-09-22T01:24:03.753690+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435027819,2021-09-22T01:24:03.214903+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435027809,2021-09-22T01:24:02.670815+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435019775,2021-09-22T01:03:06.243289+00:00,market,-312620,Bought Electronics research on market,"{""amount"": 770, ""price"": ""$406.00"", ""seller(s)"": ""SEMIHCAKAN""}"
435019701,2021-09-22T01:02:55.112974+00:00,market,-101404,Bought Electronics research on market,"{""amount"": 251, ""price"": ""$404.00"", ""seller(s)"": ""Satanas, Frites World Company""}"
435019682,2021-09-22T01:02:51.412374+00:00,market,-70700,Bought Electronics research on market,"{""amount"": 175, ""price"": ""$404.00"", ""seller(s)"": ""Hazars Riset Teknologi, Blue Hound""}"
435019657,2021-09-22T01:02:46.799615+00:00,market,-60306,Bought Electronics research on market,"{""amount"": 150, ""price"": ""$402.04"", ""seller(s)"": ""Frites World Company, Flying Merchant, Ethan Petroleum and Electronics, SolidRock Investing""}"
435019542,2021-09-22T01:02:30.469724+00:00,market,-1822494,Bought Electronics research on market,"{""amount"": 4557, ""price"": ""$399.93"", ""seller(s)"": ""Thigh Master, PowerHouse LTD, Why So Serious""}"
435016090,2021-09-22T00:52:17.614594+00:00,sales,-31548,Looking for aerospace contracts,{}
435016084,2021-09-22T00:52:16.450698+00:00,sales,-31548,Looking for aerospace contracts,{}
435016076,2021-09-22T00:52:14.693427+00:00,sales,867863,Sales order fulfilled,"{""COGS"": ""$824,867"", ""items"": ""$788,251"", ""quality bonus"": ""$79,612"", ""search cost"": ""$31,442"", ""profit"": ""$11,553""}"
435016066,2021-09-22T00:52:12.404149+00:00,sales,658947,Sales order fulfilled,"{""COGS"": ""$573,639"", ""items"": ""$622,824"", ""quality bonus"": ""$36,123"", ""search cost"": ""$31,442"", ""profit"": ""$53,865""}"
435016016,2021-09-22T00:52:04.046387+00:00,sales,-31548,Looking for aerospace contracts,{}
435016004,2021-09-22T00:52:02.283178+00:00,sales,3752016,Sales order fulfilled,"{""COGS"": ""$3,456,326"", ""items"": ""$3,608,926"", ""quality bonus"": ""$143,090"", ""search cost"": ""$31,442"", ""profit"": ""$264,247""}"
435015745,2021-09-22T00:51:10.070717+00:00,contract,-2370000,Jumbo jet contract from Airbus S.A.S,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$237000.000""}"
435014869,2021-09-22T00:49:02.601724+00:00,contract,-810000,BFR contract from Club Atletico River Plate,"{""quantity"": ""1"", ""quality"": 3, ""price"": ""$810000.000""}"
435014589,2021-09-22T00:48:36.159671+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435014578,2021-09-22T00:48:34.909634+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435014560,2021-09-22T00:48:33.874087+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435014555,2021-09-22T00:48:33.353861+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
435012856,2021-09-22T00:43:44.276570+00:00,sales,-31548,Looking for aerospace contracts,{}
435012838,2021-09-22T00:43:43.371158+00:00,sales,-31548,Looking for aerospace contracts,{}
435012831,2021-09-22T00:43:42.336329+00:00,sales,-31548,Looking for aerospace contracts,{}
435012826,2021-09-22T00:43:41.302451+00:00,sales,-31548,Looking for aerospace contracts,{}
435012818,2021-09-22T00:43:40.281235+00:00,sales,-31548,Looking for aerospace contracts,{}
435012810,2021-09-22T00:43:39.309275+00:00,sales,-31548,Looking for aerospace contracts,{}
435012783,2021-09-22T00:43:34.507839+00:00,sales,-31548,Looking for aerospace contracts,{}
435012780,2021-09-22T00:43:33.271295+00:00,sales,1063495,Sales order fulfilled,"{""COGS"": ""$927,720"", ""items"": ""$970,390"", ""quality bonus"": ""$93,105"", ""search cost"": ""$31,442"", ""profit"": ""$104,332""}"
435012703,2021-09-22T00:43:19.205100+00:00,sales,-31548,Looking for aerospace contracts,{}
435012701,2021-09-22T00:43:18.793536+00:00,sales,-31548,Looking for aerospace contracts,{}
435012699,2021-09-22T00:43:18.301197+00:00,sales,-31548,Looking for aerospace contracts,{}
435012674,2021-09-22T00:43:10.752635+00:00,sales,933553,Sales order fulfilled,"{""COGS"": ""$848,396"", ""items"": ""$844,460"", ""quality bonus"": ""$89,093"", ""search cost"": ""$31,442"", ""profit"": ""$53,715""}"
435012614,2021-09-22T00:42:59.038726+00:00,sales,646417,Sales order fulfilled,"{""COGS"": ""$611,596"", ""items"": ""$601,500"", ""quality bonus"": ""$44,917"", ""search cost"": ""$31,442"", ""profit"": ""$3,379""}"
435012545,2021-09-22T00:42:46.177607+00:00,contract,-708000,Jumbo jet contract from Embraer BR,"{""quantity"": ""3"", ""quality"": 4, ""price"": ""$236000.000""}"
435012453,2021-09-22T00:42:31.283665+00:00,contract,-820000,BFR contract from MORICOR,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$820000.000""}"
435012234,2021-09-22T00:41:57.844650+00:00,contract,-2480700,BFR contract from Taprobane Group,"{""quantity"": ""3"", ""quality"": 4, ""price"": ""$826900.000""}"
435012201,2021-09-22T00:41:52.054870+00:00,contract,-344990,Single engine plane contract from OwaPanda.LTD,"{""quantity"": ""10"", ""quality"": 3, ""price"": ""$34499.000""}"
434988715,2021-09-22T00:16:14.100386+00:00,sales,-31548,Looking for aerospace contracts,{}
434988678,2021-09-22T00:16:13.613237+00:00,sales,-31548,Looking for aerospace contracts,{}
434988654,2021-09-22T00:16:13.165260+00:00,sales,-31548,Looking for aerospace contracts,{}
434988611,2021-09-22T00:16:12.638792+00:00,sales,-31548,Looking for aerospace contracts,{}
434988557,2021-09-22T00:16:12.098968+00:00,sales,-31548,Looking for aerospace contracts,{}
434988514,2021-09-22T00:16:11.654906+00:00,sales,-31548,Looking for aerospace contracts,{}
434980473,2021-09-22T00:14:34.506800+00:00,interest,-2411,Bond interest payment,"{""bond value"": ""$455,000"", ""interest"": ""0.5%"", ""owner"": ""Stones and Stuff""}"
434980468,2021-09-22T00:14:34.457286+00:00,interest,-159,Bond interest payment,"{""bond value"": ""$30,000"", ""interest"": ""0.5%"", ""owner"": ""Trojan Horse Holdings""}"
434980463,2021-09-22T00:14:34.401826+00:00,interest,-821,Bond interest payment,"{""bond value"": ""$155,000"", ""interest"": ""0.5%"", ""owner"": ""SUVASIYA CORPORATION""}"
434980459,2021-09-22T00:14:34.358838+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""Skintoy""}"
434980449,2021-09-22T00:14:34.261114+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Rolling SLT""}"
434980443,2021-09-22T00:14:34.194395+00:00,interest,-26,Bond interest payment,"{""bond value"": ""$5,000"", ""interest"": ""0.5%"", ""owner"": ""SmartSolution""}"
434980430,2021-09-22T00:14:34.062514+00:00,interest,-132,Bond interest payment,"{""bond value"": ""$25,000"", ""interest"": ""0.5%"", ""owner"": ""MALTESE Srl""}"
434980406,2021-09-22T00:14:33.770865+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""LB Corp Limited""}"
434980396,2021-09-22T00:14:33.623322+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Dana Ltd.""}"
434980391,2021-09-22T00:14:33.574840+00:00,interest,-5300,Bond interest payment,"{""bond value"": ""$1,000,000"", ""interest"": ""0.5%"", ""owner"": ""BlueFire Corp""}"
434980385,2021-09-22T00:14:33.530836+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Rapture Power Co.""}"
434980378,2021-09-22T00:14:33.415685+00:00,interest,-1590,Bond interest payment,"{""bond value"": ""$300,000"", ""interest"": ""0.5%"", ""owner"": ""AlPhoration""}"
434980354,2021-09-22T00:14:33.140043+00:00,interest,-662,Bond interest payment,"{""bond value"": ""$125,000"", ""interest"": ""0.5%"", ""owner"": ""Trucked up business""}"
434980333,2021-09-22T00:14:32.893673+00:00,interest,-106,Bond interest payment,"{""bond value"": ""$20,000"", ""interest"": ""0.5%"", ""owner"": ""Hemstead""}"
434980316,2021-09-22T00:14:32.727882+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Fortuna Trading""}"
434980295,2021-09-22T00:14:32.502920+00:00,interest,-53,Bond interest payment,"{""bond value"": ""$10,000"", ""interest"": ""0.5%"", ""owner"": ""Morisotte Corp""}"
434980263,2021-09-22T00:14:32.175050+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""BDub Industries""}"
434980238,2021-09-22T00:14:31.907538+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Bulakan Builders Corp.""}"
434980234,2021-09-22T00:14:31.879711+00:00,interest,-106,Bond interest payment,"{""bond value"": ""$20,000"", ""interest"": ""0.5%"", ""owner"": ""Dee ventures""}"
434980226,2021-09-22T00:14:31.733701+00:00,interest,-132,Bond interest payment,"{""bond value"": ""$25,000"", ""interest"": ""0.5%"", ""owner"": ""Seattle Genetics""}"
434980218,2021-09-22T00:14:31.634335+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""North Side 94 Spa""}"
434980213,2021-09-22T00:14:31.580341+00:00,interest,-424,Bond interest payment,"{""bond value"": ""$80,000"", ""interest"": ""0.5%"", ""owner"": ""Chilzone93""}"
434980205,2021-09-22T00:14:31.494841+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Scavenger Guild""}"
434980194,2021-09-22T00:14:31.382943+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""MelCo Industrial""}"
434980191,2021-09-22T00:14:31.342751+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""WEYLAND YUTANI CCU""}"
434980182,2021-09-22T00:14:31.262864+00:00,interest,-1060,Bond interest payment,"{""bond value"": ""$200,000"", ""interest"": ""0.5%"", ""owner"": ""Hive Industrial Technologies""}"
434980177,2021-09-22T00:14:31.223813+00:00,interest,-2040,Bond interest payment,"{""bond value"": ""$385,000"", ""interest"": ""0.5%"", ""owner"": ""KYT PHYSICAL LABS""}"
434980153,2021-09-22T00:14:31.047032+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""Vendor Bender""}"
434978876,2021-09-22T00:14:15.406850+00:00,interest,-3000,Bond interest payment,"{""bond value"": ""$600,000"", ""interest"": ""0.5%"", ""owner"": ""Nenenona Enterprise""}"
434972750,2021-09-22T00:13:07.613333+00:00,sales,450758,Sales order fulfilled,"{""COGS"": ""$382,845"", ""items"": ""$420,170"", ""quality bonus"": ""$30,588"", ""search cost"": ""$31,442"", ""profit"": ""$36,470""}"
434971644,2021-09-22T00:12:56.000696+00:00,sales,-31548,Looking for aerospace contracts,{}
434971492,2021-09-22T00:12:54.253799+00:00,sales,454092,Sales order fulfilled,"{""COGS"": ""$374,115"", ""items"": ""$419,369"", ""quality bonus"": ""$34,723"", ""search cost"": ""$31,442"", ""profit"": ""$48,534""}"
434970634,2021-09-22T00:12:44.256167+00:00,sales,176318,Sales order fulfilled,"{""COGS"": ""$147,899"", ""items"": ""$166,025"", ""quality bonus"": ""$10,293"", ""search cost"": ""$31,442"", ""profit"": ""$-3,023""}"
434970386,2021-09-22T00:12:41.573792+00:00,sales,616722,Sales order fulfilled,"{""COGS"": ""$540,996"", ""items"": ""$572,148"", ""quality bonus"": ""$44,574"", ""search cost"": ""$31,442"", ""profit"": ""$44,283""}"
434970246,2021-09-22T00:12:40.079334+00:00,sales,93667,Sales order fulfilled,"{""COGS"": ""$78,315"", ""items"": ""$83,751"", ""quality bonus"": ""$9,916"", ""search cost"": ""$31,442"", ""profit"": ""$-16,090""}"
434970016,2021-09-22T00:12:37.212068+00:00,sales,160695,Sales order fulfilled,"{""COGS"": ""$126,518"", ""items"": ""$143,389"", ""quality bonus"": ""$17,306"", ""search cost"": ""$31,442"", ""profit"": ""$2,734""}"
434969865,2021-09-22T00:12:35.350782+00:00,sales,468768,Sales order fulfilled,"{""COGS"": ""$401,697"", ""items"": ""$444,551"", ""quality bonus"": ""$24,217"", ""search cost"": ""$31,442"", ""profit"": ""$35,628""}"
434969625,2021-09-22T00:12:32.068420+00:00,sales,619059,Sales order fulfilled,"{""COGS"": ""$525,418"", ""items"": ""$560,522"", ""quality bonus"": ""$58,537"", ""search cost"": ""$31,442"", ""profit"": ""$62,198""}"
434968773,2021-09-22T00:12:21.948298+00:00,sales,359220,Sales order fulfilled,"{""COGS"": ""$300,584"", ""items"": ""$324,846"", ""quality bonus"": ""$34,374"", ""search cost"": ""$31,442"", ""profit"": ""$27,193""}"
434968606,2021-09-22T00:12:19.968310+00:00,sales,341212,Sales order fulfilled,"{""COGS"": ""$295,799"", ""items"": ""$325,834"", ""quality bonus"": ""$15,378"", ""search cost"": ""$31,442"", ""profit"": ""$13,970""}"
434968284,2021-09-22T00:12:15.827636+00:00,sales,952735,Sales order fulfilled,"{""COGS"": ""$948,945"", ""items"": ""$899,826"", ""quality bonus"": ""$52,909"", ""search cost"": ""$31,442"", ""profit"": ""$-27,652""}"
434967970,2021-09-22T00:12:11.601905+00:00,sales,447780,Sales order fulfilled,"{""COGS"": ""$366,905"", ""items"": ""$406,496"", ""quality bonus"": ""$41,284"", ""search cost"": ""$31,442"", ""profit"": ""$49,432""}"
434967858,2021-09-22T00:12:10.190049+00:00,sales,488554,Sales order fulfilled,"{""COGS"": ""$408,907"", ""items"": ""$460,379"", ""quality bonus"": ""$28,175"", ""search cost"": ""$31,442"", ""profit"": ""$48,204""}"
434967693,2021-09-22T00:12:08.124752+00:00,sales,298364,Sales order fulfilled,"{""COGS"": ""$261,007"", ""items"": ""$286,559"", ""quality bonus"": ""$11,805"", ""search cost"": ""$31,442"", ""profit"": ""$5,914""}"
434966793,2021-09-22T00:11:56.798628+00:00,contract,-47336,Electronics research contract from J.R.M. LLC,"{""quantity"": ""122"", ""quality"": 0, ""price"": ""$388.000""}"
434954569,2021-09-22T00:09:42.288865+00:00,interest,-5000,Bond interest payment,"{""bond value"": ""$1,000,000"", ""interest"": ""0.5%"", ""owner"": ""L4Gamer AG""}"
434790852,2021-09-21T22:41:21.097864+00:00,contract,-166440,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""57"", ""quality"": 3, ""price"": ""$2920.000""}"
434790846,2021-09-21T22:41:20.855851+00:00,contract,-535000,Satellite contract from Lionheart Enterprises,"{""quantity"": ""10"", ""quality"": 3, ""price"": ""$53500.000""}"
434790803,2021-09-21T22:41:15.420597+00:00,contract,-17160,Electronics research contract from Battifed Corp,"{""quantity"": ""44"", ""quality"": 0, ""price"": ""$390.000""}"
434790801,2021-09-21T22:41:15.168717+00:00,contract,-2688,Electronics research contract from Why So Serious,"{""quantity"": ""7"", ""quality"": 0, ""price"": ""$384.000""}"
434790798,2021-09-21T22:41:14.618086+00:00,contract,-35100,Reinforced concrete contract from Boklevski Constructions Inc.,"{""quantity"": ""216"", ""quality"": 1, ""price"": ""$162.500""}"
434790771,2021-09-21T22:41:10.555264+00:00,contract,-124200,Construction units contract from Boklevski Constructions Inc.,"{""quantity"": ""54"", ""quality"": 0, ""price"": ""$2300.000""}"
434790758,2021-09-21T22:41:10.091438+00:00,contract,-6826,Planks contract from Boklevski Constructions Inc.,"{""quantity"": ""864"", ""quality"": 1, ""price"": ""$7.900""}"
434790753,2021-09-21T22:41:09.621830+00:00,contract,-6237,Bricks contract from Boklevski Constructions Inc.,"{""quantity"": ""2,970"", ""quality"": 1, ""price"": ""$2.100""}"
434745959,2021-09-21T21:08:02.656262+00:00,executive training,-10000,Executive training: Communication workshop,"{""executive name"": ""Don Richards-Ross""}"
434731322,2021-09-21T20:40:44.453962+00:00,contract,-4268,Electronics research contract from Why So Serious,"{""quantity"": ""11"", ""quality"": 0, ""price"": ""$388.000""}"
434706348,2021-09-21T19:58:22.699747+00:00,contract,-201480,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""69"", ""quality"": 3, ""price"": ""$2920.000""}"
434651960,2021-09-21T18:27:40.091828+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434651947,2021-09-21T18:27:39.130248+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434651937,2021-09-21T18:27:38.108840+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434651926,2021-09-21T18:27:37.150982+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434651921,2021-09-21T18:27:36.614184+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434651902,2021-09-21T18:27:34.673627+00:00,contract,708000,Single engine plane contract signed by M.C Sales,"{""quantity"": ""20"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""12,152.84""}"
434650715,2021-09-21T18:25:20.359271+00:00,contract,-47000,Aluminium contract from ArtursCompany,"{""quantity"": ""2,500"", ""quality"": 4, ""price"": ""$18.800""}"
434644702,2021-09-21T18:15:54.326099+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
434644253,2021-09-21T18:14:55.171886+00:00,contract,-3492,Electronics research contract from Why So Serious,"{""quantity"": ""9"", ""quality"": 0, ""price"": ""$388.000""}"
434634250,2021-09-21T17:58:57.086608+00:00,contract,-113000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$113000.000""}"
434586244,2021-09-21T16:38:03.642094+00:00,contract,-556200,Basic interior contract from Black water holdings inc,"{""quantity"": ""1,800"", ""quality"": 3, ""price"": ""$309.000""}"
434586202,2021-09-21T16:37:59.468703+00:00,contract,-360000,Fuselage contract from Naddan company,"{""quantity"": ""120"", ""quality"": 3, ""price"": ""$3000.000""}"
434586162,2021-09-21T16:37:56.139961+00:00,contract,-24240,Electronics research contract from Battifed Corp,"{""quantity"": ""60"", ""quality"": 0, ""price"": ""$404.000""}"
434586014,2021-09-21T16:37:33.807005+00:00,production,-140660,Production of Luxury jet,"{""amount"": 27, ""price"": ""$78342.00"", ""quality"": 4}"
434585974,2021-09-21T16:37:28.741212+00:00,market,-123120,Bought Wing on market,"{""amount"": 54, ""price"": ""$2280.00"", ""seller(s)"": ""INTERKOSMOS""}"
434524653,2021-09-21T14:49:10.065534+00:00,contract,-137240,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""47"", ""quality"": 3, ""price"": ""$2920.000""}"
434524638,2021-09-21T14:49:08.317359+00:00,contract,-2400000,Fuselage contract from Romanz Empire,"{""quantity"": ""800"", ""quality"": 3, ""price"": ""$3000.000""}"
434498905,2021-09-21T14:02:10.197104+00:00,contract,420000,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$84000.000"", ""profit"": ""29,037.94""}"
434498874,2021-09-21T14:02:06.807270+00:00,contract,420000,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$84000.000"", ""profit"": ""29,037.94""}"
434498856,2021-09-21T14:02:05.958424+00:00,contract,420000,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$84000.000"", ""profit"": ""29,037.94""}"
434498843,2021-09-21T14:02:05.015027+00:00,contract,420000,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$84000.000"", ""profit"": ""29,037.94""}"
434498837,2021-09-21T14:02:04.442697+00:00,contract,420000,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$84000.000"", ""profit"": ""29,037.94""}"
434497498,2021-09-21T13:59:43.238172+00:00,contract,354000,Single engine plane contract signed by trialrunbot,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35400.000"", ""profit"": ""6,076.42""}"
434494196,2021-09-21T13:53:42.533719+00:00,production,-140660,Production of Luxury jet,"{""amount"": 27, ""price"": ""$78582.63"", ""quality"": 4}"
434494148,2021-09-21T13:53:34.014060+00:00,market,-118800,Bought Wing on market,"{""amount"": 54, ""price"": ""$2200.00"", ""seller(s)"": ""Avalon Trading Co.""}"
434494051,2021-09-21T13:53:20.404096+00:00,market,-924150,Bought Fuselage on market,"{""amount"": 303, ""price"": ""$3050.00"", ""seller(s)"": ""ATLAS LUFTFAHRT""}"
434476447,2021-09-21T13:21:55.987389+00:00,contract,-285000,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$57000.000""}"
434476436,2021-09-21T13:21:55.079457+00:00,contract,-285000,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$57000.000""}"
434476409,2021-09-21T13:21:52.641640+00:00,contract,-285000,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$57000.000""}"
434476404,2021-09-21T13:21:51.871280+00:00,contract,-285000,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$57000.000""}"
434473322,2021-09-21T13:16:34.510667+00:00,contract,-231000,Sub-orbital rocket contract from Sauerland GmbH,"{""quantity"": ""2"", ""quality"": 5, ""price"": ""$115500.000""}"
434473304,2021-09-21T13:16:32.797568+00:00,contract,-231000,Sub-orbital rocket contract from Sauerland GmbH,"{""quantity"": ""2"", ""quality"": 5, ""price"": ""$115500.000""}"
434470011,2021-09-21T13:09:32.142264+00:00,production,-117796,Production of Jet engine,"{""amount"": 138, ""price"": ""$4474.09"", ""quality"": 4}"
434469750,2021-09-21T13:09:05.033091+00:00,sales,-31442,Looking for aerospace contracts,{}
434469742,2021-09-21T13:09:03.919379+00:00,sales,-31442,Looking for aerospace contracts,{}
434469720,2021-09-21T13:09:01.893641+00:00,sales,334752,Sales order fulfilled,"{""COGS"": ""$287,493"", ""items"": ""$299,288"", ""quality bonus"": ""$35,464"", ""search cost"": ""$31,442"", ""profit"": ""$15,816""}"
434469673,2021-09-21T13:08:55.456859+00:00,contract,-231000,Sub-orbital rocket contract from Sauerland GmbH,"{""quantity"": ""2"", ""quality"": 5, ""price"": ""$115500.000""}"
434469611,2021-09-21T13:08:47.116564+00:00,sales,679651,Sales order fulfilled,"{""COGS"": ""$574,987"", ""items"": ""$599,340"", ""quality bonus"": ""$80,311"", ""search cost"": ""$31,442"", ""profit"": ""$73,221""}"
434469497,2021-09-21T13:08:33.036616+00:00,contract,-231000,Sub-orbital rocket contract from Sauerland GmbH,"{""quantity"": ""2"", ""quality"": 5, ""price"": ""$115500.000""}"
434469488,2021-09-21T13:08:31.668636+00:00,contract,-231000,Sub-orbital rocket contract from Sauerland GmbH,"{""quantity"": ""2"", ""quality"": 5, ""price"": ""$115500.000""}"
434469311,2021-09-21T13:08:04.750843+00:00,contract,-67160,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""23"", ""quality"": 3, ""price"": ""$2920.000""}"
434469271,2021-09-21T13:08:01.619900+00:00,contract,-21728,Electronics research contract from Battifed Corp,"{""quantity"": ""56"", ""quality"": 0, ""price"": ""$388.000""}"
434468827,2021-09-21T13:07:20.655231+00:00,sales,-31442,Looking for aerospace contracts,{}
434468823,2021-09-21T13:07:20.119098+00:00,sales,-31442,Looking for aerospace contracts,{}
434468821,2021-09-21T13:07:19.684818+00:00,sales,-31442,Looking for aerospace contracts,{}
434468819,2021-09-21T13:07:19.214767+00:00,sales,-31442,Looking for aerospace contracts,{}
434462030,2021-09-21T12:55:16.269887+00:00,sales,394592,Sales order fulfilled,"{""COGS"": ""$326,050"", ""items"": ""$360,065"", ""quality bonus"": ""$34,527"", ""search cost"": ""$31,442"", ""profit"": ""$37,099""}"
434461989,2021-09-21T12:55:12.264240+00:00,sales,227095,Sales order fulfilled,"{""COGS"": ""$191,271"", ""items"": ""$200,752"", ""quality bonus"": ""$26,343"", ""search cost"": ""$31,442"", ""profit"": ""$4,381""}"
434461980,2021-09-21T12:55:10.788925+00:00,sales,134728,Sales order fulfilled,"{""COGS"": ""$103,911"", ""items"": ""$126,009"", ""quality bonus"": ""$8,719"", ""search cost"": ""$31,442"", ""profit"": ""$-625""}"
434461963,2021-09-21T12:55:09.161213+00:00,sales,578129,Sales order fulfilled,"{""COGS"": ""$490,319"", ""items"": ""$527,876"", ""quality bonus"": ""$50,253"", ""search cost"": ""$31,442"", ""profit"": ""$56,367""}"
434461906,2021-09-21T12:55:03.074555+00:00,sales,-31442,Looking for aerospace contracts,{}
434461899,2021-09-21T12:55:02.096300+00:00,sales,-31442,Looking for aerospace contracts,{}
434461864,2021-09-21T12:54:59.818972+00:00,sales,269254,Sales order fulfilled,"{""COGS"": ""$215,161"", ""items"": ""$241,009"", ""quality bonus"": ""$28,245"", ""search cost"": ""$31,442"", ""profit"": ""$22,650""}"
434461848,2021-09-21T12:54:57.349609+00:00,sales,264957,Sales order fulfilled,"{""COGS"": ""$216,833"", ""items"": ""$249,960"", ""quality bonus"": ""$14,997"", ""search cost"": ""$31,442"", ""profit"": ""$16,681""}"
434461788,2021-09-21T12:54:47.225450+00:00,sales,-31442,Looking for aerospace contracts,{}
434461786,2021-09-21T12:54:46.767896+00:00,sales,-31442,Looking for aerospace contracts,{}
434461713,2021-09-21T12:54:37.410792+00:00,sales,230144,Sales order fulfilled,"{""COGS"": ""$182,261"", ""items"": ""$206,680"", ""quality bonus"": ""$23,464"", ""search cost"": ""$31,442"", ""profit"": ""$16,440""}"
434461700,2021-09-21T12:54:34.967662+00:00,sales,89129,Sales order fulfilled,"{""COGS"": ""$69,274"", ""items"": ""$83,548"", ""quality bonus"": ""$5,581"", ""search cost"": ""$31,442"", ""profit"": ""$-11,587""}"
