id,Timestamp,Category,Money,Description,Details
432257731,2021-09-19T00:05:00.373776+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""North Side 94 Spa""}"
432257725,2021-09-19T00:05:00.360639+00:00,interest,-424,Bond interest payment,"{""bond value"": ""$80,000"", ""interest"": ""0.5%"", ""owner"": ""Chilzone93""}"
432257710,2021-09-19T00:05:00.333193+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Scavenger Guild""}"
432257688,2021-09-19T00:05:00.285528+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""MelCo Industrial""}"
432257682,2021-09-19T00:05:00.270491+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""WEYLAND YUTANI CCU""}"
432257673,2021-09-19T00:05:00.242602+00:00,interest,-1060,Bond interest payment,"{""bond value"": ""$200,000"", ""interest"": ""0.5%"", ""owner"": ""Hive Industrial Technologies""}"
432257667,2021-09-19T00:05:00.228095+00:00,interest,-2040,Bond interest payment,"{""bond value"": ""$385,000"", ""interest"": ""0.5%"", ""owner"": ""KYT PHYSICAL LABS""}"
432257630,2021-09-19T00:05:00.149849+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""Vendor Bender""}"
432254997,2021-09-19T00:04:54.259049+00:00,interest,-3000,Bond interest payment,"{""bond value"": ""$600,000"", ""interest"": ""0.5%"", ""owner"": ""Nenenona Enterprise""}"
432214983,2021-09-19T00:03:17.899753+00:00,interest,-5000,Bond interest payment,"{""bond value"": ""$1,000,000"", ""interest"": ""0.5%"", ""owner"": ""L4Gamer AG""}"
432152457,2021-09-18T23:46:34.105492+00:00,contract,-47000,Aluminium contract from ArtursCompany,"{""quantity"": ""2,500"", ""quality"": 3, ""price"": ""$18.800""}"
432152453,2021-09-18T23:46:33.347188+00:00,contract,-207320,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""71"", ""quality"": 3, ""price"": ""$2920.000""}"
432021247,2021-09-18T19:09:32.671842+00:00,contract,-136350,Fuselage contract from Naddan company,"{""quantity"": ""45"", ""quality"": 3, ""price"": ""$3030.000""}"
431967400,2021-09-18T17:30:11.067393+00:00,contract,-6826,Planks contract from Boklevski Constructions Inc.,"{""quantity"": ""864"", ""quality"": 1, ""price"": ""$7.900""}"
431967339,2021-09-18T17:30:06.988309+00:00,contract,-1256000,Golden bars contract from Mercedes,"{""quantity"": ""200"", ""quality"": 4, ""price"": ""$6280.000""}"
431967336,2021-09-18T17:30:06.946505+00:00,contract,-124200,Construction units contract from Boklevski Constructions Inc.,"{""quantity"": ""54"", ""quality"": 0, ""price"": ""$2300.000""}"
431967331,2021-09-18T17:30:06.415555+00:00,contract,-6237,Bricks contract from Boklevski Constructions Inc.,"{""quantity"": ""2,970"", ""quality"": 1, ""price"": ""$2.100""}"
431967329,2021-09-18T17:30:06.196201+00:00,contract,-35100,Reinforced concrete contract from Boklevski Constructions Inc.,"{""quantity"": ""216"", ""quality"": 1, ""price"": ""$162.500""}"
431967258,2021-09-18T17:29:55.834804+00:00,sales,-31442,Looking for aerospace contracts,{}
431967248,2021-09-18T17:29:54.443131+00:00,sales,474610,Sales order fulfilled,"{""COGS"": ""$410,137"", ""items"": ""$427,423"", ""quality bonus"": ""$47,187"", ""search cost"": ""$30,832"", ""profit"": ""$33,640""}"
431967225,2021-09-18T17:29:50.137381+00:00,sales,-31442,Looking for aerospace contracts,{}
431967216,2021-09-18T17:29:48.660404+00:00,sales,677978,Sales order fulfilled,"{""COGS"": ""$613,709"", ""items"": ""$608,162"", ""quality bonus"": ""$69,816"", ""search cost"": ""$30,832"", ""profit"": ""$33,436""}"
431967167,2021-09-18T17:29:43.118718+00:00,sales,-31442,Looking for aerospace contracts,{}
431967146,2021-09-18T17:29:41.572195+00:00,sales,678453,Sales order fulfilled,"{""COGS"": ""$642,500"", ""items"": ""$626,408"", ""quality bonus"": ""$52,045"", ""search cost"": ""$30,832"", ""profit"": ""$5,121""}"
431967077,2021-09-18T17:29:32.699665+00:00,contract,-238000,Jumbo jet contract from Z7 Group,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$238000.000""}"
431967059,2021-09-18T17:29:30.829580+00:00,contract,-238000,Jumbo jet contract from Z7 Group,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$238000.000""}"
431967048,2021-09-18T17:29:29.852010+00:00,contract,-238000,Jumbo jet contract from Z7 Group,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$238000.000""}"
431967043,2021-09-18T17:29:29.239852+00:00,contract,-238000,Jumbo jet contract from Z7 Group,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$238000.000""}"
431967024,2021-09-18T17:29:28.139057+00:00,contract,-238000,Jumbo jet contract from Z7 Group,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$238000.000""}"
431889831,2021-09-18T15:07:55.004872+00:00,production,-103843,Production of Luxury jet,"{""amount"": 20, ""price"": ""$78507.52"", ""quality"": 4}"
431889796,2021-09-18T15:07:48.893344+00:00,market,-9160,Bought Wing on market,"{""amount"": 4, ""price"": ""$2290.00"", ""seller(s)"": ""Luck Type Company""}"
431889667,2021-09-18T15:07:33.856250+00:00,market,-147840,Bought Fuselage on market,"{""amount"": 48, ""price"": ""$3080.00"", ""seller(s)"": ""JM Investments Corp.""}"
431889549,2021-09-18T15:07:17.049407+00:00,contract,-454500,Fuselage contract from Naddan company,"{""quantity"": ""150"", ""quality"": 3, ""price"": ""$3030.000""}"
431889486,2021-09-18T15:07:09.610781+00:00,production,-103843,Production of Luxury jet,"{""amount"": 20, ""price"": ""$77535.79"", ""quality"": 4}"
431889298,2021-09-18T15:06:52.845095+00:00,production,-33823,Production of Single engine plane,"{""amount"": 57, ""price"": ""$34301.43"", ""quality"": 4}"
431889083,2021-09-18T15:06:32.299487+00:00,sales,-31442,Looking for aerospace contracts,{}
431889079,2021-09-18T15:06:31.774445+00:00,sales,-31442,Looking for aerospace contracts,{}
431889077,2021-09-18T15:06:31.374194+00:00,sales,-31442,Looking for aerospace contracts,{}
431889072,2021-09-18T15:06:30.821474+00:00,sales,-31442,Looking for aerospace contracts,{}
431889038,2021-09-18T15:06:25.900109+00:00,sales,-31442,Looking for aerospace contracts,{}
431889033,2021-09-18T15:06:25.428884+00:00,sales,-31442,Looking for aerospace contracts,{}
431889026,2021-09-18T15:06:25.046397+00:00,sales,-31442,Looking for aerospace contracts,{}
431889025,2021-09-18T15:06:24.705724+00:00,sales,-31442,Looking for aerospace contracts,{}
431889020,2021-09-18T15:06:24.336837+00:00,sales,-31442,Looking for aerospace contracts,{}
431889014,2021-09-18T15:06:23.983242+00:00,sales,-31442,Looking for aerospace contracts,{}
431888955,2021-09-18T15:06:17.508933+00:00,sales,-31442,Looking for aerospace contracts,{}
431888405,2021-09-18T15:05:13.266435+00:00,sales,398660,Sales order fulfilled,"{""COGS"": ""$325,344"", ""items"": ""$375,543"", ""quality bonus"": ""$23,117"", ""search cost"": ""$30,832"", ""profit"": ""$42,483""}"
431888388,2021-09-18T15:05:11.680761+00:00,sales,381611,Sales order fulfilled,"{""COGS"": ""$325,344"", ""items"": ""$357,587"", ""quality bonus"": ""$24,024"", ""search cost"": ""$30,832"", ""profit"": ""$25,434""}"
431888363,2021-09-18T15:05:08.317138+00:00,sales,94328,Sales order fulfilled,"{""COGS"": ""$68,896"", ""items"": ""$84,858"", ""quality bonus"": ""$9,470"", ""search cost"": ""$30,832"", ""profit"": ""$-5,400""}"
431888326,2021-09-18T15:05:04.391025+00:00,sales,467651,Sales order fulfilled,"{""COGS"": ""$370,037"", ""items"": ""$428,252"", ""quality bonus"": ""$39,399"", ""search cost"": ""$30,832"", ""profit"": ""$66,781""}"
431888294,2021-09-18T15:05:01.634441+00:00,sales,292613,Sales order fulfilled,"{""COGS"": ""$227,740"", ""items"": ""$259,835"", ""quality bonus"": ""$32,778"", ""search cost"": ""$30,832"", ""profit"": ""$34,040""}"
431888273,2021-09-18T15:04:59.884919+00:00,sales,174667,Sales order fulfilled,"{""COGS"": ""$137,792"", ""items"": ""$161,192"", ""quality bonus"": ""$13,475"", ""search cost"": ""$30,832"", ""profit"": ""$6,042""}"
431888150,2021-09-18T15:04:50.379698+00:00,sales,407592,Sales order fulfilled,"{""COGS"": ""$325,344"", ""items"": ""$361,328"", ""quality bonus"": ""$46,264"", ""search cost"": ""$30,832"", ""profit"": ""$51,415""}"
431888139,2021-09-18T15:04:48.443975+00:00,sales,192032,Sales order fulfilled,"{""COGS"": ""$170,200"", ""items"": ""$177,550"", ""quality bonus"": ""$14,482"", ""search cost"": ""$30,832"", ""profit"": ""$-9,000""}"
431888111,2021-09-18T15:04:45.528468+00:00,sales,137390,Sales order fulfilled,"{""COGS"": ""$112,000"", ""items"": ""$122,868"", ""quality bonus"": ""$14,522"", ""search cost"": ""$30,832"", ""profit"": ""$-5,442""}"
431888089,2021-09-18T15:04:43.722487+00:00,sales,137952,Sales order fulfilled,"{""COGS"": ""$103,344"", ""items"": ""$124,551"", ""quality bonus"": ""$13,401"", ""search cost"": ""$30,832"", ""profit"": ""$3,775""}"
431887086,2021-09-18T15:02:58.013789+00:00,contract,-87600,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""30"", ""quality"": 3, ""price"": ""$2920.000""}"
431799325,2021-09-18T12:18:44.136473+00:00,sales,84792,Sales order fulfilled,"{""COGS"": ""$68,896"", ""items"": ""$80,084"", ""quality bonus"": ""$4,708"", ""search cost"": ""$30,832"", ""profit"": ""$-14,936""}"
431799306,2021-09-18T12:18:42.328792+00:00,sales,232761,Sales order fulfilled,"{""COGS"": ""$191,615"", ""items"": ""$206,197"", ""quality bonus"": ""$26,564"", ""search cost"": ""$30,832"", ""profit"": ""$10,313""}"
431799239,2021-09-18T12:18:34.731185+00:00,sales,90258,Sales order fulfilled,"{""COGS"": ""$77,415"", ""items"": ""$83,111"", ""quality bonus"": ""$7,147"", ""search cost"": ""$30,832"", ""profit"": ""$-17,989""}"
431736046,2021-09-18T10:06:41.683574+00:00,production,-115214,Production of Jet engine,"{""amount"": 126, ""price"": ""$4517.11"", ""quality"": 4}"
431735899,2021-09-18T10:06:22.105598+00:00,contract,-789840,High grade e-comps contract from Mugagabe,"{""quantity"": ""900"", ""quality"": 3, ""price"": ""$877.600""}"
431735895,2021-09-18T10:06:21.864601+00:00,contract,-348000,Displays contract from Beatriz Group,"{""quantity"": ""3,000"", ""quality"": 3, ""price"": ""$116.000""}"
431735863,2021-09-18T10:06:16.460283+00:00,contract,-284050,Wing contract from Naddan company,"{""quantity"": ""130"", ""quality"": 3, ""price"": ""$2185.000""}"
431735848,2021-09-18T10:06:13.761887+00:00,contract,-789840,High grade e-comps contract from Mugagabe,"{""quantity"": ""900"", ""quality"": 3, ""price"": ""$877.600""}"
431732674,2021-09-18T09:58:53.740650+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732667,2021-09-18T09:58:52.776801+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732664,2021-09-18T09:58:52.260824+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732662,2021-09-18T09:58:51.622922+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732660,2021-09-18T09:58:50.819231+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732653,2021-09-18T09:58:50.246966+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431732645,2021-09-18T09:58:49.742567+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""5,534.84""}"
431729865,2021-09-18T09:52:22.108975+00:00,executive training,-10000,Executive training: Management training,"{""executive name"": ""Raisa Singh""}"
431729810,2021-09-18T09:52:14.783985+00:00,executive training,-10000,Executive training: Communication workshop,"{""executive name"": ""Don Richards-Ross""}"
431729011,2021-09-18T09:50:36.900632+00:00,contract,-64500,Wing contract from Naddan company,"{""quantity"": ""30"", ""quality"": 3, ""price"": ""$2150.000""}"
431728275,2021-09-18T09:48:48.437430+00:00,production,-121125,Production of Cockpit,"{""amount"": 311, ""price"": ""$5227.18"", ""quality"": 3}"
431727521,2021-09-18T09:46:55.810353+00:00,market,-821675,Bought High grade e-comps on market,"{""amount"": 912, ""price"": ""$900.96"", ""seller(s)"": ""SARILARGRUP, Mizzima, POULAKIDA S.A., clavs productions, Allianz Technology""}"
431671701,2021-09-18T07:41:25.098206+00:00,contract,-362080,Fuselage contract from AyM Industria Familiar,"{""quantity"": ""124"", ""quality"": 3, ""price"": ""$2920.000""}"
431671693,2021-09-18T07:41:24.477560+00:00,contract,-64500,Wing contract from Naddan company,"{""quantity"": ""30"", ""quality"": 3, ""price"": ""$2150.000""}"
431569198,2021-09-18T04:01:45.805829+00:00,executive salaries,-13123,Executive salaries,{}
431506229,2021-09-18T01:20:40.645378+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431505619,2021-09-18T01:19:18.194512+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431488607,2021-09-18T00:32:33.132225+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431488585,2021-09-18T00:32:30.618833+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431488576,2021-09-18T00:32:28.732288+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431488557,2021-09-18T00:32:26.464657+00:00,contract,-277500,Satellite contract from 6666X,"{""quantity"": ""5"", ""quality"": 5, ""price"": ""$55500.000""}"
431468530,2021-09-18T00:10:47.313938+00:00,interest,-2411,Bond interest payment,"{""bond value"": ""$455,000"", ""interest"": ""0.5%"", ""owner"": ""Stones and Stuff""}"
431468528,2021-09-18T00:10:47.274208+00:00,interest,-159,Bond interest payment,"{""bond value"": ""$30,000"", ""interest"": ""0.5%"", ""owner"": ""Trojan Horse Holdings""}"
431468526,2021-09-18T00:10:47.225443+00:00,interest,-821,Bond interest payment,"{""bond value"": ""$155,000"", ""interest"": ""0.5%"", ""owner"": ""SUVASIYA CORPORATION""}"
431468524,2021-09-18T00:10:47.170160+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""Skintoy""}"
431468517,2021-09-18T00:10:46.961600+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Rolling SLT""}"
431468512,2021-09-18T00:10:46.913940+00:00,interest,-26,Bond interest payment,"{""bond value"": ""$5,000"", ""interest"": ""0.5%"", ""owner"": ""SmartSolution""}"
431468502,2021-09-18T00:10:46.771625+00:00,interest,-132,Bond interest payment,"{""bond value"": ""$25,000"", ""interest"": ""0.5%"", ""owner"": ""MALTESE Srl""}"
431468473,2021-09-18T00:10:46.278307+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""LB Corp Limited""}"
431468464,2021-09-18T00:10:46.083008+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Dana Ltd.""}"
431468462,2021-09-18T00:10:46.049425+00:00,interest,-5300,Bond interest payment,"{""bond value"": ""$1,000,000"", ""interest"": ""0.5%"", ""owner"": ""BlueFire Corp""}"
431468460,2021-09-18T00:10:46.010193+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Rapture Power Co.""}"
431468454,2021-09-18T00:10:45.879705+00:00,interest,-1590,Bond interest payment,"{""bond value"": ""$300,000"", ""interest"": ""0.5%"", ""owner"": ""AlPhoration""}"
431468431,2021-09-18T00:10:44.739057+00:00,interest,-662,Bond interest payment,"{""bond value"": ""$125,000"", ""interest"": ""0.5%"", ""owner"": ""Trucked up business""}"
431468414,2021-09-18T00:10:44.130242+00:00,interest,-106,Bond interest payment,"{""bond value"": ""$20,000"", ""interest"": ""0.5%"", ""owner"": ""Hemstead""}"
431468408,2021-09-18T00:10:43.986145+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Fortuna Trading""}"
431468398,2021-09-18T00:10:43.652960+00:00,interest,-53,Bond interest payment,"{""bond value"": ""$10,000"", ""interest"": ""0.5%"", ""owner"": ""Morisotte Corp""}"
431468382,2021-09-18T00:10:43.077948+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""BDub Industries""}"
431468348,2021-09-18T00:10:42.661988+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""Bulakan Builders Corp.""}"
431468343,2021-09-18T00:10:42.610055+00:00,interest,-106,Bond interest payment,"{""bond value"": ""$20,000"", ""interest"": ""0.5%"", ""owner"": ""Dee ventures""}"
431468322,2021-09-18T00:10:42.351737+00:00,interest,-132,Bond interest payment,"{""bond value"": ""$25,000"", ""interest"": ""0.5%"", ""owner"": ""Seattle Genetics""}"
431468312,2021-09-18T00:10:42.239945+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""North Side 94 Spa""}"
431468307,2021-09-18T00:10:42.185273+00:00,interest,-424,Bond interest payment,"{""bond value"": ""$80,000"", ""interest"": ""0.5%"", ""owner"": ""Chilzone93""}"
431468300,2021-09-18T00:10:42.085487+00:00,interest,-530,Bond interest payment,"{""bond value"": ""$100,000"", ""interest"": ""0.5%"", ""owner"": ""Scavenger Guild""}"
431468287,2021-09-18T00:10:41.856831+00:00,interest,-265,Bond interest payment,"{""bond value"": ""$50,000"", ""interest"": ""0.5%"", ""owner"": ""MelCo Industrial""}"
431468277,2021-09-18T00:10:41.783531+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""WEYLAND YUTANI CCU""}"
431468272,2021-09-18T00:10:41.629702+00:00,interest,-1060,Bond interest payment,"{""bond value"": ""$200,000"", ""interest"": ""0.5%"", ""owner"": ""Hive Industrial Technologies""}"
431468270,2021-09-18T00:10:41.570014+00:00,interest,-2040,Bond interest payment,"{""bond value"": ""$385,000"", ""interest"": ""0.5%"", ""owner"": ""KYT PHYSICAL LABS""}"
431468238,2021-09-18T00:10:41.257984+00:00,interest,-2650,Bond interest payment,"{""bond value"": ""$500,000"", ""interest"": ""0.5%"", ""owner"": ""Vendor Bender""}"
431465306,2021-09-18T00:10:22.317336+00:00,interest,-3000,Bond interest payment,"{""bond value"": ""$600,000"", ""interest"": ""0.5%"", ""owner"": ""Nenenona Enterprise""}"
431434679,2021-09-18T00:07:15.150736+00:00,interest,-5000,Bond interest payment,"{""bond value"": ""$1,000,000"", ""interest"": ""0.5%"", ""owner"": ""L4Gamer AG""}"
431266210,2021-09-17T22:37:33.396711+00:00,contract,-1142000,Sub-orbital rocket contract from Z7 Group,"{""quantity"": ""10"", ""quality"": 5, ""price"": ""$114200.000""}"
431266174,2021-09-17T22:37:28.764829+00:00,contract,-1142000,Sub-orbital rocket contract from Z7 Group,"{""quantity"": ""10"", ""quality"": 5, ""price"": ""$114200.000""}"
431266158,2021-09-17T22:37:26.931858+00:00,contract,-560000,Sub-orbital rocket contract from SadMad Co,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$112000.000""}"
431265930,2021-09-17T22:37:07.491362+00:00,contract,420000,Single engine plane contract signed by Farm Diesel,"{""quantity"": ""12"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""7,418.92""}"
431265649,2021-09-17T22:36:42.577577+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265635,2021-09-17T22:36:41.588045+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265624,2021-09-17T22:36:40.580204+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265618,2021-09-17T22:36:40.064365+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265604,2021-09-17T22:36:39.617527+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265597,2021-09-17T22:36:39.139805+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265586,2021-09-17T22:36:38.607530+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265580,2021-09-17T22:36:37.989580+00:00,contract,350000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""10"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""6,182.43""}"
431265036,2021-09-17T22:35:32.351316+00:00,contract,175000,Single engine plane contract signed by Farm Diesel,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""3,091.21""}"
431265010,2021-09-17T22:35:30.026385+00:00,contract,175000,Single engine plane contract signed by Farm Diesel,"{""quantity"": ""5"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""3,091.21""}"
431264890,2021-09-17T22:35:15.522858+00:00,contract,35000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""618.24""}"
431264878,2021-09-17T22:35:14.068310+00:00,contract,35000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""618.24""}"
431264868,2021-09-17T22:35:12.673996+00:00,contract,35000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""618.24""}"
431264855,2021-09-17T22:35:11.111959+00:00,contract,35000,Single engine plane contract signed by JustEnergy,"{""quantity"": ""1"", ""quality"": 4, ""price"": ""$35000.000"", ""profit"": ""618.24""}"
431264345,2021-09-17T22:33:56.223417+00:00,contract,2254500,Luxury jet contract signed by Grand Nagus Chaos,"{""quantity"": ""27"", ""quality"": 4, ""price"": ""$83500.000"", ""profit"": ""163,501.61""}"
431263473,2021-09-17T22:31:35.092358+00:00,production,-46036,Production of Jet engine,"{""amount"": 55, ""price"": ""$4529.33"", ""quality"": 4}"
431263344,2021-09-17T22:31:16.977760+00:00,market,-496800,Bought High grade e-comps on market,"{""amount"": 552, ""price"": ""$900.00"", ""seller(s)"": ""MITAGGE CORP""}"
431261832,2021-09-17T22:27:39.323954+00:00,contract,-1188000,Fuselage contract from Romanz Empire,"{""quantity"": ""400"", ""quality"": 3, ""price"": ""$2970.000""}"
431145004,2021-09-17T18:49:37.352004+00:00,contract,-180000,Fuselage contract from Naddan company,"{""quantity"": ""60"", ""quality"": 3, ""price"": ""$3000.000""}"
431123620,2021-09-17T18:10:05.298797+00:00,sales,-30832,Looking for aerospace contracts,{}
431123619,2021-09-17T18:10:04.941931+00:00,sales,-30832,Looking for aerospace contracts,{}
431123616,2021-09-17T18:10:04.615596+00:00,sales,-30832,Looking for aerospace contracts,{}
431123610,2021-09-17T18:10:04.181469+00:00,sales,-30832,Looking for aerospace contracts,{}
431123606,2021-09-17T18:10:03.711842+00:00,sales,-30832,Looking for aerospace contracts,{}
431123596,2021-09-17T18:10:02.367766+00:00,sales,501429,Sales order fulfilled,"{""COGS"": ""$421,820"", ""items"": ""$444,408"", ""quality bonus"": ""$57,021"", ""search cost"": ""$30,832"", ""profit"": ""$48,776""}"
431123577,2021-09-17T18:10:00.741589+00:00,sales,64593,Sales order fulfilled,"{""COGS"": ""$56,000"", ""items"": ""$58,839"", ""quality bonus"": ""$5,754"", ""search cost"": ""$30,832"", ""profit"": ""$-22,239""}"
431123561,2021-09-17T18:09:58.920335+00:00,sales,196235,Sales order fulfilled,"{""COGS"": ""$170,200"", ""items"": ""$179,715"", ""quality bonus"": ""$16,520"", ""search cost"": ""$30,832"", ""profit"": ""$-4,797""}"
431123552,2021-09-17T18:09:57.191561+00:00,sales,135351,Sales order fulfilled,"{""COGS"": ""$112,000"", ""items"": ""$118,314"", ""quality bonus"": ""$17,037"", ""search cost"": ""$30,832"", ""profit"": ""$-7,481""}"
431123546,2021-09-17T18:09:55.969616+00:00,sales,388695,Sales order fulfilled,"{""COGS"": ""$305,353"", ""items"": ""$348,928"", ""quality bonus"": ""$39,767"", ""search cost"": ""$30,832"", ""profit"": ""$52,509""}"
431123497,2021-09-17T18:09:50.834144+00:00,sales,-30832,Looking for aerospace contracts,{}
431123489,2021-09-17T18:09:49.486828+00:00,sales,566557,Sales order fulfilled,"{""COGS"": ""$477,820"", ""items"": ""$522,935"", ""quality bonus"": ""$43,622"", ""search cost"": ""$30,832"", ""profit"": ""$57,904""}"
431123437,2021-09-17T18:09:42.077455+00:00,contract,-840000,Satellite contract from Camuzcuoglu,"{""quantity"": ""15"", ""quality"": 6, ""price"": ""$56000.000""}"
431123158,2021-09-17T18:09:06.357326+00:00,contract,-330000,Sub-orbital rocket contract from Orbit.,"{""quantity"": ""3"", ""quality"": 4, ""price"": ""$110000.000""}"
431122141,2021-09-17T18:07:30.545192+00:00,sales,-30832,Looking for aerospace contracts,{}
431122134,2021-09-17T18:07:30.057176+00:00,sales,-30832,Looking for aerospace contracts,{}
431122131,2021-09-17T18:07:29.607911+00:00,sales,-30832,Looking for aerospace contracts,{}
431122124,2021-09-17T18:07:29.055395+00:00,sales,-30832,Looking for aerospace contracts,{}
431122112,2021-09-17T18:07:28.599863+00:00,sales,-30832,Looking for aerospace contracts,{}
431122101,2021-09-17T18:07:28.195486+00:00,sales,-30832,Looking for aerospace contracts,{}
431119937,2021-09-17T18:03:49.824871+00:00,sales,1107107,Sales order fulfilled,"{""COGS"": ""$963,241"", ""items"": ""$1,005,401"", ""quality bonus"": ""$101,706"", ""search cost"": ""$30,832"", ""profit"": ""$113,033""}"
431119920,2021-09-17T18:03:48.314076+00:00,sales,206066,Sales order fulfilled,"{""COGS"": ""$167,200"", ""items"": ""$181,797"", ""quality bonus"": ""$24,269"", ""search cost"": ""$30,832"", ""profit"": ""$8,034""}"
